loyalty_number,loyalty_card,education,gender,total_flights_lifetime,total_distance_km,total_points_earned,total_points_used,avg_salary,total_activity_periods
273414,Nova,Doctor,Male,37,55093,55093.0,1744,190674.0,24
871219,Nova,Bachelor,Male,38,56503,56503.0,0,52108.0,24
184045,Star,Bachelor,Male,29,40867,54654.0,1212,70473.0,11
534649,Star,Doctor,Male,24,23682,23682.0,0,198691.0,24
161956,Aurora,Bachelor,Female,19,30947,30947.0,0,60457.0,24
373321,Star,Doctor,Female,0,0,0.0,0,65018.0,24
809681,Aurora,College,Male,42,61426,61426.0,936,73262.0,24
369739,Nova,Bachelor,Female,52,70499,70499.0,928,69249.0,24
912252,Aurora,Bachelor,Male,35,59759,59759.0,324,56496.0,24
405351,Star,College,Male,36,55703,55703.0,0,73262.0,24
258141,Aurora,Bachelor,Male,2,2125,2125.0,0,103430.0,24
588864,Nova,Bachelor,Male,2,1792,1792.0,0,53433.0,24
871074,Nova,Bachelor,Female,39,69793,69793.0,0,66784.0,24
434657,Nova,Bachelor,Male,24,35679,35679.0,480,64489.0,24
336139,Nova,College,Female,36,60585,60585.0,427,73262.0,24
716294,Star,Bachelor,Male,34,55972,55972.0,762,53350.0,24
670230,Aurora,College,Female,0,0,0.0,0,73262.0,24
550434,Aurora,Bachelor,Female,49,63793,63793.0,501,78559.0,24
891012,Star,Bachelor,Female,37,59067,59067.0,528,46635.0,24
904397,Aurora,Doctor,Male,22,20843,20843.0,683,243236.0,24
304117,Nova,College,Male,21,32465,32465.0,526,73262.0,24
381395,Nova,Bachelor,Female,51,70329,70329.0,1267,48050.0,24
618112,Nova,College,Female,29,47342,47342.0,0,73262.0,24
300623,Nova,Bachelor,Male,12,20337,20337.0,432,74262.0,24
460037,Star,Bachelor,Male,23,38938,38938.0,643,102416.0,24
679531,Star,Bachelor,Female,8,18683,18683.0,454,100978.0,24
837327,Nova,Bachelor,Female,0,0,0.0,0,99726.0,24
283314,Star,Bachelor,Female,0,0,0.0,0,72127.0,24
727197,Nova,High School Or Below,Female,0,0,0.0,0,75079.0,24
353614,Star,Bachelor,Male,0,0,0.0,0,65814.0,24
974738,Star,Bachelor,Male,0,0,0.0,0,60544.0,24
423409,Nova,High School Or Below,Male,38,55992,83988.0,1144,93875.0,11
797704,Aurora,Bachelor,Female,64,112728,169092.0,0,84332.0,11
645919,Aurora,Bachelor,Female,42,57252,85878.0,0,66297.0,11
506418,Aurora,Bachelor,Male,26,40878,61317.0,0,98168.0,11
253282,Star,Bachelor,Female,31,51935,51935.0,0,78434.0,24
247607,Nova,College,Female,30,55127,55127.0,696,73262.0,24
262305,Star,Bachelor,Male,19,25957,25957.0,1585,65219.0,24
444022,Nova,High School Or Below,Female,42,57238,57238.0,2204,65392.0,24
300460,Aurora,Bachelor,Female,8,14038,14038.0,426,61099.0,24
623222,Aurora,Bachelor,Female,33,43159,43159.0,769,85038.0,24
828731,Aurora,Bachelor,Male,39,61932,61932.0,582,52204.0,24
319059,Star,Bachelor,Female,41,58411,58411.0,1477,95340.0,24
248664,Star,Bachelor,Female,0,0,0.0,0,65076.0,24
974500,Star,College,Male,42,59346,59346.0,0,73262.0,24
849425,Star,Bachelor,Male,41,48642,48642.0,387,78636.0,24
876569,Aurora,College,Female,37,52379,52379.0,1427,73262.0,24
211549,Star,College,Male,46,80751,80751.0,570,73262.0,24
203772,Nova,Bachelor,Female,47,81302,81302.0,0,84015.0,24
342958,Aurora,Bachelor,Female,21,32757,32757.0,534,47545.0,24
314250,Star,Master,Male,35,53038,53038.0,1173,117134.0,24
414239,Star,Bachelor,Male,31,42175,42175.0,0,76590.0,24
278854,Star,College,Female,55,80711,80711.0,1958,73262.0,24
901780,Nova,Bachelor,Male,53,91462,91462.0,387,83322.0,24
489221,Nova,High School Or Below,Female,34,56295,56295.0,481,50200.0,24
422750,Aurora,Bachelor,Female,40,50197,50197.0,1733,105034.0,24
907038,Aurora,College,Female,23,26909,26909.0,506,73262.0,24
858266,Nova,Bachelor,Female,40,49176,49176.0,2462,49846.0,24
637721,Star,College,Female,42,71216,71216.0,0,73262.0,24
255740,Nova,Bachelor,Male,34,51496,51496.0,874,100809.0,24
426124,Nova,Doctor,Female,31,50879,50879.0,1301,175830.0,24
169948,Star,College,Female,51,83665,83665.0,560,73262.0,24
264701,Star,Master,Male,19,24358,24358.0,0,109361.0,24
397053,Star,Bachelor,Female,38,56218,56218.0,1013,104663.0,24
887605,Star,Bachelor,Male,3,3891,3891.0,0,95365.0,24
817613,Nova,Bachelor,Male,41,70871,70871.0,1891,56870.0,24
133066,Star,College,Female,37,60173,60173.0,0,73262.0,24
210385,Star,Bachelor,Female,29,46552,69828.0,395,89345.0,11
459345,Star,High School Or Below,Female,27,43811,43811.0,915,72896.0,24
132756,Nova,Bachelor,Female,28,37518,37518.0,704,75990.0,24
663757,Aurora,College,Male,23,41609,41609.0,1391,73262.0,24
116895,Nova,Doctor,Female,38,44670,67005.0,497,299899.0,11
958224,Star,Bachelor,Female,40,67473,67473.0,434,76159.0,24
391900,Aurora,College,Male,25,42016,42016.0,0,73262.0,24
561722,Star,Bachelor,Female,0,0,0.0,0,65967.0,24
628924,Nova,College,Male,45,57941,57941.0,3550,73262.0,24
211984,Star,High School Or Below,Female,19,26506,26506.0,560,79610.0,24
826930,Star,College,Male,0,0,0.0,0,73262.0,24
817527,Aurora,Bachelor,Male,27,38669,38669.0,508,83172.0,24
885739,Nova,Doctor,Female,31,37212,37212.0,548,267656.0,24
768255,Star,Bachelor,Male,20,31257,31257.0,594,67445.0,24
698510,Aurora,Bachelor,Female,32,54589,54589.0,351,59000.0,24
423035,Star,College,Male,41,63284,63284.0,1797,73262.0,24
262774,Nova,Master,Female,26,27325,27325.0,1681,112860.0,24
821043,Nova,Bachelor,Male,46,66185,66185.0,487,50663.0,24
190561,Nova,Bachelor,Female,24,40351,40351.0,1155,48324.0,24
435049,Nova,Bachelor,Female,27,42118,42118.0,1512,67680.0,24
788159,Star,Bachelor,Female,38,63503,63503.0,1313,82434.0,24
578998,Aurora,Bachelor,Male,44,68537,68537.0,896,50409.0,24
689112,Star,Bachelor,Male,37,60831,60831.0,1335,65762.0,24
950933,Star,Bachelor,Male,44,70162,70162.0,1773,63048.0,24
106754,Star,Bachelor,Female,31,33368,33368.0,1167,49158.0,24
953757,Star,College,Male,8,8297,8297.0,680,73262.0,24
943068,Star,College,Female,28,40343,40343.0,894,73262.0,24
637151,Star,Bachelor,Female,22,36268,36268.0,1594,76690.0,24
847771,Nova,Bachelor,Female,27,39376,39376.0,1685,88445.0,24
823590,Aurora,Doctor,Male,32,41070,41070.0,1150,231305.0,24
273020,Star,Bachelor,Female,33,47031,47031.0,502,63372.0,24
452725,Nova,College,Female,35,48152,48152.0,2035,73262.0,24
136230,Aurora,High School Or Below,Male,3,6265,6265.0,0,53081.0,24
968325,Star,Doctor,Male,40,56420,56420.0,1425,186101.0,24
864288,Nova,Bachelor,Male,38,56658,56658.0,2085,89394.0,24
463854,Nova,Bachelor,Female,20,32896,32896.0,571,69379.0,24
809016,Star,Bachelor,Male,45,81509,81509.0,1437,90707.0,24
530206,Nova,Bachelor,Female,37,55721,55721.0,523,60189.0,24
323660,Star,Bachelor,Female,53,74026,111039.0,0,76947.0,11
592485,Nova,Bachelor,Male,46,69523,69523.0,603,61804.0,24
404011,Nova,Bachelor,Female,28,47565,47565.0,459,69401.0,24
436041,Aurora,Bachelor,Male,16,25030,25030.0,1223,63550.0,24
530281,Star,College,Female,40,57694,57694.0,347,73262.0,24
745870,Aurora,Bachelor,Female,0,0,0.0,0,96734.0,24
489443,Aurora,High School Or Below,Male,0,0,0.0,0,66386.0,24
202035,Nova,Bachelor,Male,3,4044,4044.0,0,88748.0,24
461108,Star,Doctor,Male,1,1209,1209.0,0,152955.0,24
573986,Nova,Bachelor,Female,7,16665,16665.0,0,104401.0,24
382889,Star,Bachelor,Female,43,63575,64137.0,0,70548.0,11
858125,Nova,College,Female,0,0,0.0,0,73262.0,11
953784,Nova,Bachelor,Male,47,87934,131901.0,541,85357.0,11
442251,Nova,College,Female,61,66859,91554.0,0,73262.0,11
986792,Aurora,College,Female,33,50086,75129.0,0,73262.0,11
893040,Aurora,College,Female,30,42076,42076.0,0,73262.0,24
500374,Star,High School Or Below,Male,65,108637,158352.0,0,59494.0,11
348774,Nova,Bachelor,Female,41,59516,59516.0,2566,65189.0,24
371191,Star,Master,Female,40,45003,45003.0,409,123828.0,24
290091,Aurora,Doctor,Female,37,53771,53771.0,805,187647.0,24
362167,Nova,Bachelor,Male,62,107580,107580.0,892,53081.0,24
450323,Nova,College,Male,29,37182,37182.0,983,73262.0,24
282041,Star,College,Male,32,52911,52911.0,2308,73262.0,24
261229,Star,Bachelor,Male,26,36329,36329.0,1760,76992.0,24
191558,Star,Bachelor,Male,19,33204,33204.0,2681,54734.0,24
613303,Star,Bachelor,Male,43,48385,48385.0,574,82724.0,24
472787,Star,Bachelor,Male,42,61329,61329.0,849,49125.0,24
653324,Nova,College,Male,13,26681,26681.0,511,73262.0,24
812804,Star,Bachelor,Female,15,24700,24700.0,427,49489.0,24
232884,Aurora,Bachelor,Male,5,5678,5678.0,0,48207.0,24
970639,Star,College,Female,42,68029,68029.0,1213,73262.0,24
417886,Star,Bachelor,Female,38,52764,52764.0,1428,91100.0,24
222874,Nova,Doctor,Female,32,54227,54227.0,2440,250253.0,24
971030,Star,College,Female,0,0,0.0,0,73262.0,24
240829,Star,College,Female,39,65498,65498.0,0,73262.0,24
714757,Nova,College,Male,42,63553,63553.0,1747,73262.0,24
380262,Nova,Bachelor,Male,38,46732,46732.0,0,59386.0,24
576690,Aurora,Bachelor,Female,47,68384,68384.0,0,50770.0,24
700260,Star,Bachelor,Female,30,49910,49910.0,439,72409.0,24
796943,Star,Bachelor,Male,0,0,0.0,0,95273.0,24
965691,Aurora,High School Or Below,Male,0,0,0.0,0,61936.0,24
388985,Aurora,Bachelor,Female,45,53048,53048.0,863,55446.0,24
565991,Star,Bachelor,Female,21,25446,25446.0,527,64122.0,24
369000,Nova,Bachelor,Male,49,68004,68004.0,0,69047.0,24
372522,Nova,Bachelor,Male,28,27488,27488.0,1497,85952.0,24
848632,Star,Bachelor,Male,51,77837,77837.0,643,59013.0,24
904512,Star,Doctor,Male,2,2918,2918.0,0,125167.0,24
203306,Nova,Bachelor,Male,42,76618,114927.0,969,49343.0,11
615201,Star,College,Female,41,59568,59568.0,1280,73262.0,24
934893,Aurora,High School Or Below,Male,46,74371,74371.0,0,60347.0,24
272551,Aurora,Bachelor,Male,19,35491,35491.0,0,73273.0,24
687593,Star,Bachelor,Male,2,2464,2464.0,0,50298.0,24
321436,Nova,Bachelor,Female,48,74188,74188.0,2538,98418.0,24
179603,Nova,College,Female,57,76913,76913.0,1514,73262.0,24
255019,Star,College,Male,0,0,0.0,0,73262.0,24
560149,Aurora,Bachelor,Male,39,50460,50460.0,0,64417.0,24
130368,Star,Bachelor,Male,39,60011,60011.0,350,92859.0,24
252679,Nova,Bachelor,Female,23,34988,34988.0,617,71908.0,24
735846,Star,Bachelor,Male,40,54771,54771.0,2199,95318.0,24
653070,Star,Bachelor,Male,42,65326,65326.0,762,75214.0,24
366116,Nova,Bachelor,Female,41,57129,57129.0,1636,94267.0,24
955652,Nova,Bachelor,Female,50,62886,62886.0,2547,97432.0,24
199810,Aurora,Bachelor,Male,39,63579,63579.0,0,98698.0,24
912940,Aurora,Doctor,Male,8,10651,10651.0,0,145343.0,24
211842,Aurora,Doctor,Male,39,72128,72128.0,987,199426.0,24
198424,Star,College,Male,35,55510,55510.0,1107,73262.0,24
967502,Aurora,High School Or Below,Male,14,22965,22965.0,528,52256.0,24
983353,Nova,Bachelor,Male,0,0,0.0,0,47364.0,24
929097,Aurora,College,Male,31,57972,57972.0,1305,73262.0,24
201220,Star,Bachelor,Male,49,74581,74581.0,1705,63517.0,24
515315,Aurora,Bachelor,Male,0,0,0.0,0,85038.0,24
762671,Aurora,College,Female,28,39462,39462.0,0,73262.0,24
289476,Star,Bachelor,Female,58,81786,122679.0,1022,75567.0,11
710203,Star,Bachelor,Male,0,0,0.0,0,88287.0,24
199405,Nova,Bachelor,Male,44,59446,59446.0,1404,79483.0,24
968370,Aurora,Bachelor,Male,57,76679,76679.0,1262,94631.0,24
982059,Nova,Bachelor,Female,33,52185,52185.0,751,84345.0,24
654122,Aurora,Bachelor,Female,41,68769,68769.0,0,87921.0,24
313763,Star,College,Female,24,37990,37990.0,0,73262.0,24
164224,Aurora,College,Female,24,36148,54222.0,390,73262.0,11
586100,Star,College,Female,34,51092,51092.0,384,73262.0,24
508399,Star,College,Female,56,88753,88753.0,2338,73262.0,24
476652,Nova,Bachelor,Female,42,74132,74132.0,981,68175.0,24
482370,Nova,Bachelor,Male,4,5232,5232.0,714,74920.0,24
128032,Star,Bachelor,Male,11,15008,15008.0,1277,97363.0,24
285767,Aurora,College,Female,11,22328,22328.0,355,73262.0,24
208368,Nova,Bachelor,Male,27,32321,42366.0,0,91239.0,11
564959,Star,Bachelor,Female,33,55167,55167.0,1071,68602.0,24
620990,Star,College,Male,22,34743,34743.0,610,73262.0,24
430197,Aurora,College,Female,43,70585,70585.0,648,73262.0,24
763806,Star,Master,Male,0,0,0.0,0,127574.0,24
191780,Nova,High School Or Below,Male,0,0,0.0,0,54473.0,24
532978,Star,High School Or Below,Male,26,40839,40839.0,0,80604.0,24
928922,Aurora,College,Male,43,70981,70981.0,1119,73262.0,24
938323,Star,College,Female,43,73162,73162.0,1298,73262.0,24
261789,Star,Bachelor,Male,26,42042,42042.0,490,60458.0,24
445073,Star,Bachelor,Female,32,49095,49095.0,1011,60885.0,24
626068,Nova,Bachelor,Male,4,8216,8216.0,0,88320.0,24
646189,Aurora,College,Male,32,55217,55217.0,396,73262.0,24
670686,Star,College,Female,24,36605,36605.0,0,73262.0,24
605803,Nova,College,Male,56,87079,87079.0,477,73262.0,24
953927,Star,College,Female,8,15514,15514.0,0,73262.0,24
256147,Star,College,Female,46,71626,71626.0,339,73262.0,24
595681,Star,Bachelor,Male,30,46085,46085.0,360,80052.0,24
861700,Star,Bachelor,Male,27,33296,33296.0,820,47095.0,24
276931,Nova,College,Female,0,0,0.0,0,73262.0,24
884570,Aurora,Bachelor,Female,0,0,0.0,0,58509.0,24
386082,Aurora,Bachelor,Female,40,36882,55323.0,0,30486.0,11
452994,Nova,Bachelor,Male,39,61622,92433.0,774,98305.0,11
456128,Aurora,Bachelor,Female,39,60592,90888.0,0,83322.0,11
920326,Nova,Bachelor,Male,65,133009,193911.0,1067,51716.0,11
697766,Star,Bachelor,Male,35,55836,55836.0,0,98755.0,24
298543,Star,Bachelor,Male,18,30801,30801.0,0,75231.0,24
393380,Star,High School Or Below,Female,43,71337,71337.0,523,57314.0,24
212604,Nova,College,Female,39,59781,59781.0,1174,73262.0,24
294634,Nova,Bachelor,Female,42,59849,59849.0,974,68031.0,24
288451,Nova,Bachelor,Male,4,2881,2881.0,355,63708.0,24
352653,Nova,Bachelor,Female,38,54088,54088.0,989,98843.0,24
557996,Star,Bachelor,Male,33,52922,52922.0,442,48317.0,24
553973,Nova,Bachelor,Female,60,84213,84213.0,1814,47288.0,24
902634,Aurora,Bachelor,Male,4,4302,4302.0,0,102584.0,24
316633,Star,Bachelor,Female,17,26252,26252.0,456,56130.0,24
611051,Star,College,Male,31,46389,46389.0,1479,73262.0,24
192405,Star,Bachelor,Male,52,72587,72587.0,706,58127.0,24
464447,Aurora,College,Male,39,47079,47079.0,1323,73262.0,24
163776,Nova,Bachelor,Male,41,65663,65663.0,684,57257.0,24
916713,Nova,Bachelor,Female,46,76179,76179.0,1068,61750.0,24
136879,Star,Bachelor,Female,19,23807,23807.0,638,70124.0,24
116332,Aurora,Bachelor,Female,48,72114,72114.0,895,62706.0,24
669066,Nova,Bachelor,Female,50,73861,73861.0,1186,103058.0,24
532813,Aurora,Doctor,Male,37,66255,66255.0,559,203301.0,24
819055,Nova,Doctor,Female,41,71598,71598.0,886,214092.0,24
865429,Nova,Doctor,Male,38,59057,59057.0,777,291264.0,24
156684,Star,Bachelor,Male,35,51839,51839.0,502,85979.0,24
704603,Aurora,Bachelor,Female,49,73411,73411.0,1033,85344.0,24
502585,Star,Bachelor,Male,37,62635,62635.0,973,86067.0,24
525246,Star,College,Female,42,64471,64471.0,448,73262.0,24
969764,Star,College,Female,41,65921,65921.0,646,73262.0,24
425720,Star,Doctor,Female,27,43217,43217.0,0,221857.0,24
250609,Nova,Bachelor,Male,6,9713,9713.0,582,81741.0,24
968807,Star,College,Male,41,63398,63398.0,1184,73262.0,24
118632,Aurora,College,Female,48,84784,84784.0,463,73262.0,24
722003,Aurora,Doctor,Female,33,46925,46925.0,428,125167.0,24
834012,Aurora,College,Male,4,5426,5426.0,0,73262.0,24
690199,Star,Bachelor,Female,33,43075,43075.0,0,78636.0,24
327015,Nova,College,Female,43,55509,55509.0,1729,73262.0,24
524536,Star,Bachelor,Female,0,0,0.0,0,55121.0,24
273144,Aurora,Bachelor,Male,44,70229,70229.0,657,100633.0,24
265975,Nova,High School Or Below,Female,35,55495,55495.0,311,52256.0,24
581668,Star,College,Male,33,44514,44514.0,321,73262.0,24
415148,Nova,Bachelor,Female,45,69376,69376.0,1080,81070.0,24
505390,Star,College,Female,50,79913,79913.0,2062,73262.0,24
366049,Nova,High School Or Below,Male,31,41185,22920.0,0,40642.0,11
774103,Star,Bachelor,Male,51,80699,80699.0,0,50149.0,24
480259,Nova,Bachelor,Female,23,38721,38721.0,616,78217.0,24
739820,Nova,Bachelor,Female,38,66371,66371.0,1425,75555.0,24
434430,Nova,College,Male,0,0,0.0,0,73262.0,24
144355,Nova,Bachelor,Male,40,50606,50606.0,1077,100483.0,24
764302,Nova,College,Female,3,5333,5333.0,0,73262.0,24
122519,Star,Bachelor,Male,41,91692,137538.0,733,49927.0,11
912128,Aurora,Bachelor,Female,38,57114,57114.0,453,63730.0,24
535367,Star,Bachelor,Female,29,49254,49254.0,480,52718.0,24
551533,Nova,Bachelor,Male,0,0,0.0,0,55642.0,24
909854,Star,College,Female,0,0,0.0,0,73262.0,24
276967,Aurora,Bachelor,Female,8,14904,14904.0,808,97643.0,24
868926,Nova,College,Female,30,40138,40138.0,0,73262.0,24
272225,Aurora,College,Female,3,4873,4873.0,0,73262.0,24
111255,Star,High School Or Below,Male,48,65856,65856.0,0,70272.0,24
175387,Nova,Bachelor,Female,19,26845,26845.0,537,60639.0,24
420590,Star,Bachelor,Female,17,29431,29431.0,1434,78160.0,24
114018,Nova,Bachelor,Male,33,48336,48336.0,480,78649.0,24
910809,Star,Bachelor,Male,11,14517,14517.0,0,65350.0,24
760176,Nova,Bachelor,Female,32,44143,44143.0,0,81908.0,24
745811,Nova,Bachelor,Male,45,75855,75855.0,2463,62198.0,24
704559,Aurora,Bachelor,Female,34,61529,61529.0,1116,79007.0,24
799437,Star,Bachelor,Female,45,63206,63206.0,1145,56465.0,24
928964,Star,Bachelor,Male,38,56791,56791.0,1760,75231.0,24
123780,Star,College,Male,0,0,0.0,0,73262.0,24
954570,Nova,College,Female,31,46447,46447.0,435,73262.0,24
680168,Nova,College,Female,15,24180,24180.0,458,73262.0,24
588292,Nova,Bachelor,Female,16,25934,25934.0,449,50920.0,24
796429,Nova,College,Male,0,0,0.0,0,73262.0,24
285485,Nova,Bachelor,Female,17,22083,22083.0,1073,88635.0,24
770727,Nova,Bachelor,Male,24,42529,42529.0,416,88160.0,24
860553,Star,Bachelor,Male,0,0,0.0,0,94743.0,24
584737,Nova,Bachelor,Female,5,5891,5891.0,0,76622.0,24
802519,Star,Bachelor,Female,0,0,0.0,0,81909.0,24
146702,Aurora,Bachelor,Male,35,67065,94536.0,577,71633.0,11
723912,Aurora,College,Female,75,118737,177174.0,680,73262.0,11
586199,Nova,High School Or Below,Female,26,39883,57441.0,0,64810.0,11
777549,Nova,Master,Female,51,64555,64555.0,1065,71038.0,24
990218,Aurora,Bachelor,Female,30,48479,48479.0,945,97969.0,24
121856,Nova,Master,Male,18,23850,23850.0,0,113785.0,24
436569,Star,Bachelor,Male,40,66755,66755.0,681,91572.0,24
924031,Star,College,Female,6,8044,8044.0,0,73262.0,24
220564,Star,Master,Male,40,51874,51874.0,605,94440.0,24
774226,Nova,Bachelor,Female,36,52206,52206.0,456,76485.0,24
461974,Nova,Bachelor,Female,19,38523,38523.0,0,56104.0,24
556982,Nova,College,Male,31,43348,43348.0,827,73262.0,24
675106,Star,Master,Male,51,74378,74378.0,758,104812.0,24
883230,Star,Bachelor,Male,36,49814,49814.0,400,95448.0,24
485062,Nova,Bachelor,Female,19,30040,30040.0,912,97524.0,24
719719,Star,College,Male,9,20810,20810.0,0,73262.0,24
695385,Nova,Bachelor,Female,0,0,0.0,0,68089.0,24
787548,Star,Bachelor,Female,49,68579,68579.0,521,90227.0,24
796099,Nova,College,Male,43,57447,57447.0,535,73262.0,24
533766,Star,College,Male,26,39626,39626.0,1170,73262.0,24
458640,Star,Bachelor,Male,0,0,0.0,0,68290.0,24
514395,Star,College,Female,29,40412,40412.0,1168,73262.0,24
151030,Star,Bachelor,Female,40,55920,83880.0,0,17166.0,11
408651,Star,Bachelor,Male,42,52432,52432.0,625,81771.0,24
628180,Star,Bachelor,Female,35,56146,56146.0,1108,61743.0,24
772381,Nova,Bachelor,Male,44,74302,74302.0,676,78691.0,24
906267,Nova,Bachelor,Male,58,86762,86762.0,1578,92929.0,24
300166,Star,Bachelor,Male,25,31041,31041.0,1112,74029.0,24
798352,Star,Doctor,Male,0,0,0.0,0,238930.0,24
976153,Nova,Bachelor,Male,45,80109,80109.0,1095,62229.0,24
639705,Nova,High School Or Below,Male,44,60783,60783.0,1599,69816.0,24
192556,Star,College,Male,2,2486,2486.0,0,73262.0,24
475974,Nova,Bachelor,Male,42,63403,63403.0,1307,65094.0,24
948825,Nova,Bachelor,Male,38,56766,56766.0,0,82989.0,24
702746,Nova,Bachelor,Male,34,48674,48674.0,1743,73544.0,24
521252,Aurora,Bachelor,Female,37,56153,56153.0,1618,71649.0,24
225529,Nova,High School Or Below,Female,0,0,0.0,0,43743.0,24
466384,Aurora,College,Female,0,0,0.0,0,73262.0,24
171691,Aurora,College,Male,50,88362,132543.0,556,73262.0,11
865198,Nova,Bachelor,Male,37,62733,62733.0,0,83666.0,24
330433,Star,Bachelor,Female,53,72984,72984.0,649,78900.0,24
769669,Nova,Bachelor,Male,25,34590,34590.0,0,89040.0,24
732144,Nova,Bachelor,Female,34,51944,51944.0,439,98418.0,24
750130,Nova,Bachelor,Male,46,65938,65938.0,845,49771.0,24
475172,Star,College,Male,31,63872,63872.0,0,73262.0,24
715947,Star,Bachelor,Male,35,46537,46537.0,573,49794.0,24
918984,Nova,Doctor,Female,39,41938,41938.0,605,72997.0,24
601105,Star,Bachelor,Male,39,72972,72972.0,0,54798.0,24
937254,Aurora,Bachelor,Male,0,0,0.0,0,91238.0,24
969732,Nova,Bachelor,Female,43,80497,80497.0,0,47049.0,24
641869,Star,Bachelor,Female,43,54519,54519.0,1035,59567.0,24
477787,Nova,College,Female,18,25559,25559.0,0,73262.0,24
155374,Star,Bachelor,Male,32,56628,56628.0,1214,72416.0,24
585271,Nova,Bachelor,Female,27,46041,46041.0,754,64076.0,24
577322,Star,College,Male,33,46428,46428.0,1987,73262.0,24
458199,Star,Bachelor,Female,23,28564,28564.0,0,65814.0,24
114131,Nova,Bachelor,Male,49,84772,127158.0,440,80516.0,11
402052,Star,College,Male,33,41398,41398.0,2052,73262.0,24
126100,Nova,Master,Female,0,0,0.0,0,121261.0,24
314065,Star,Bachelor,Female,39,66780,66780.0,1473,70111.0,24
667157,Aurora,Bachelor,Female,3,6004,6004.0,478,72473.0,24
342044,Star,Bachelor,Female,46,57565,57565.0,0,90298.0,24
797675,Star,Bachelor,Male,25,48264,48264.0,1753,54456.0,24
499932,Aurora,Bachelor,Female,30,38141,38141.0,1994,68762.0,24
338786,Star,College,Male,35,53215,53215.0,2185,73262.0,24
444931,Aurora,Doctor,Female,53,80821,80821.0,909,144697.0,24
446968,Star,Bachelor,Male,0,0,0.0,0,102934.0,24
447470,Nova,Bachelor,Female,32,42278,42278.0,985,92223.0,24
573446,Nova,College,Female,55,76641,76641.0,395,73262.0,24
459163,Nova,Bachelor,Male,32,56312,56312.0,1192,51510.0,24
110073,Aurora,Bachelor,Male,0,0,0.0,0,84678.0,24
930848,Nova,College,Female,55,88169,88169.0,2866,73262.0,24
822749,Nova,Bachelor,Female,56,83338,83338.0,2166,67827.0,24
423324,Star,Bachelor,Male,10,8177,8177.0,0,69599.0,24
681328,Nova,Bachelor,Female,11,16804,16804.0,0,53638.0,24
784570,Aurora,High School Or Below,Female,22,33046,33046.0,663,44092.0,24
595529,Star,Bachelor,Female,0,0,0.0,0,103705.0,24
570116,Star,Bachelor,Male,45,74391,74391.0,904,81516.0,24
829886,Nova,Bachelor,Male,46,64946,64946.0,1693,52414.0,24
619548,Aurora,Bachelor,Female,39,58043,58043.0,1196,79325.0,24
615826,Star,College,Male,34,49647,49647.0,975,73262.0,24
176278,Star,Bachelor,Female,29,37733,37733.0,1137,81741.0,24
214095,Star,Bachelor,Male,59,122191,180249.0,1333,98620.0,11
136106,Aurora,Bachelor,Male,46,58579,58579.0,1476,48333.0,24
898162,Star,Bachelor,Male,39,59072,59072.0,479,61331.0,24
141047,Aurora,High School Or Below,Female,35,53303,53303.0,901,58210.0,24
772019,Star,Bachelor,Female,26,41032,41032.0,902,77666.0,24
688691,Nova,Bachelor,Female,43,68849,68849.0,1014,80479.0,24
570406,Nova,College,Female,39,48181,48181.0,982,73262.0,24
483274,Aurora,Bachelor,Female,0,0,0.0,0,65078.0,24
196096,Nova,Bachelor,Female,5,9670,9670.0,0,73136.0,24
229265,Aurora,Bachelor,Female,29,45554,45554.0,900,67827.0,24
257391,Star,Bachelor,Female,36,53467,53467.0,1644,64692.0,24
241455,Nova,Doctor,Female,7,9491,9491.0,0,258663.0,24
480239,Star,Bachelor,Male,59,69504,69504.0,385,101715.0,24
586734,Star,Bachelor,Male,52,81065,81065.0,936,84015.0,24
685653,Star,College,Male,0,0,0.0,0,73262.0,24
705496,Aurora,Bachelor,Female,48,90122,90122.0,1422,55564.0,24
137952,Star,College,Male,32,37182,37182.0,0,73262.0,24
229204,Star,College,Female,8,11772,11772.0,686,73262.0,24
485189,Star,College,Male,0,0,0.0,0,73262.0,24
836475,Star,Bachelor,Female,42,61170,61170.0,0,75487.0,24
537914,Star,College,Male,12,13983,13983.0,1545,73262.0,24
441719,Star,High School Or Below,Female,0,0,0.0,0,57235.0,24
665890,Nova,College,Male,48,75311,75311.0,1399,73262.0,24
653400,Star,Bachelor,Female,38,58367,58367.0,1750,47445.0,24
952244,Nova,Bachelor,Male,0,0,0.0,0,61253.0,24
488346,Star,College,Female,0,0,0.0,0,73262.0,24
333644,Nova,Bachelor,Female,1,557,557.0,0,93261.0,24
708807,Aurora,Bachelor,Male,36,61526,61526.0,1871,73150.0,24
165339,Star,Bachelor,Male,55,120171,177099.0,0,73410.0,11
516329,Star,College,Female,36,56932,56932.0,1426,73262.0,24
869672,Star,College,Female,61,116248,174372.0,1105,73262.0,11
428383,Aurora,College,Female,2,2339,2339.0,0,73262.0,24
875819,Nova,Bachelor,Female,75,84164,126246.0,474,77739.0,11
930089,Nova,High School Or Below,Female,60,96116,144174.0,477,61503.0,11
854855,Nova,Bachelor,Female,0,0,0.0,0,71669.0,11
430880,Nova,Bachelor,Female,37,45310,67965.0,1125,102644.0,11
525129,Nova,College,Female,54,75946,75946.0,2108,73262.0,24
276806,Nova,Bachelor,Female,62,77126,115689.0,416,82147.0,11
875086,Star,Bachelor,Female,18,26728,26728.0,532,52405.0,24
